season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week,week_total_score,week_judge_percentage,participation_weeks
3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,6,0.0,0.0,10
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,6,0.0,0.0,10
3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,6,0.0,0.0,10
3,Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,6,18.0,15.25,10
3,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,6,0.0,0.0,10
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,7,0.0,0.0,10
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,7,0.0,0.0,10
3,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,7,27.0,20.0,10
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,7,28.5,21.11,10
3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,7,28.0,20.74,10
3,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,7,28.5,21.11,10
3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,7,0.0,0.0,10
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,7,0.0,0.0,10
3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,7,0.0,0.0,10
3,Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,7,23.0,17.04,10
3,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,7,0.0,0.0,10
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,8,0.0,0.0,10
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,8,0.0,0.0,10
3,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,8,26.5,24.31,10
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,8,27.0,24.77,10
3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,8,28.5,26.15,10
3,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,8,27.0,24.77,10
3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,8,0.0,0.0,10
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,8,0.0,0.0,10
3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,8,0.0,0.0,10
3,Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,8,0.0,0.0,10
3,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,8,0.0,0.0,10
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,9,0.0,0.0,10
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,9,0.0,0.0,10
3,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,9,0.0,0.0,10
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,9,29.5,33.33,10
3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9,29.5,33.33,10
3,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,9,29.5,33.33,10
3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,9,0.0,0.0,10
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,9,0.0,0.0,10
3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,9,0.0,0.0,10
3,Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,9,0.0,0.0,10
3,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,9,0.0,0.0,10
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,10,0.0,0.0,10
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,10,0.0,0.0,10
3,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,10,0.0,0.0,10
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,10,0.0,0.0,10
3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,10,29.666600000000003,50.0,10
3,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,10,29.666600000000003,50.0,10
3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,10,0.0,0.0,10
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,10,0.0,0.0,10
3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,10,0.0,0.0,10
3,Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,10,0.0,0.0,10
3,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,10,0.0,0.0,10
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,Eliminated Week 3,9,11,,,10
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,11,,,10
3,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,11,,,10
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3rd Place,3,11,,,10
3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,11,,,10
3,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,1st Place,1,11,,,10
3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,11,,,10
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,11,,,10
3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,11,,,10
3,Jerry Springer,Kym Johnson,TV Personality,,England,62,Eliminated Week 7,5,11,,,10
3,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,11,,,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,1,17.0,8.25,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,1,21.0,10.19,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,1,16.0,7.77,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,1,23.0,11.17,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,1,21.0,10.19,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,1,19.0,9.22,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,1,19.0,9.22,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,1,18.0,8.74,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,1,13.0,6.31,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,1,24.0,11.65,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,1,15.0,7.28,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,2,21.0,8.57,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,2,22.0,8.98,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,2,18.0,7.35,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,2,27.0,11.02,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,2,26.0,10.61,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,2,20.0,8.16,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,2,21.0,8.57,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,2,24.0,9.8,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,2,21.0,8.57,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,2,24.0,9.8,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,2,21.0,8.57,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,3,20.0,9.17,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,3,24.0,11.01,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,3,16.0,7.34,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,3,21.0,9.63,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,3,23.0,10.55,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,3,21.0,9.63,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,3,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,3,24.0,11.01,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,3,21.0,9.63,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,3,24.0,11.01,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,3,24.0,11.01,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,4,16.0,8.42,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,4,24.0,12.63,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,4,15.0,7.89,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,4,21.0,11.05,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,4,26.0,13.68,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,4,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,4,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,4,23.0,12.11,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,4,21.0,11.05,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,4,28.0,14.74,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,4,16.0,8.42,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,5,18.0,10.23,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,5,24.0,13.64,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,5,13.0,7.39,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,5,28.0,15.91,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,5,30.0,17.05,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,5,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,5,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,5,21.0,11.93,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,5,17.0,9.66,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,5,25.0,14.2,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,5,0.0,0.0,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,6,19.0,11.18,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,6,24.0,14.12,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,6,0.0,0.0,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,6,28.0,16.47,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,6,28.0,16.47,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,6,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,6,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,6,23.0,13.53,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,6,21.0,12.35,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,6,27.0,15.88,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,6,0.0,0.0,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,7,22.5,14.56,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,7,27.0,17.48,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,7,0.0,0.0,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,7,29.5,19.09,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,7,27.0,17.48,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,7,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,7,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,7,0.0,0.0,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,7,19.0,12.3,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,7,29.5,19.09,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,7,0.0,0.0,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,8,0.0,0.0,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,8,23.5,18.73,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,8,0.0,0.0,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,8,26.5,21.12,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,8,29.0,23.11,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,8,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,8,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,8,0.0,0.0,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,8,19.0,15.14,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,8,27.5,21.91,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,8,0.0,0.0,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,9,0.0,0.0,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,9,29.0,24.47,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,9,0.0,0.0,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,9,30.0,25.32,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,9,29.5,24.89,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,9,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,9,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,9,0.0,0.0,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,9,0.0,0.0,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,9,30.0,25.32,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,9,0.0,0.0,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,10,0.0,0.0,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,10,0.0,0.0,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,10,0.0,0.0,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,10,28.333200000000005,32.82,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,10,29.3332,33.98,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,10,0.0,0.0,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,10,0.0,0.0,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,10,0.0,0.0,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,10,0.0,0.0,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,10,28.6665,33.2,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,10,0.0,0.0,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,11,,,10
4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,11,,,10
4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,11,,,10
4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,11,,,10
4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,11,,,10
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,11,,,10
4,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,11,,,10
4,Heather Mills,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,11,,,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,11,,,10
4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,11,,,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,11,,,10
5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,1,21.0,8.17,10
5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,1,24.0,9.34,10
5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,1,26.0,10.12,10
5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,1,21.0,8.17,10
5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,1,18.0,7.0,10
5,Josie Maran,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,1,16.0,6.23,10
5,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,1,21.0,8.17,10
5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,1,25.0,9.73,10
5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,1,24.0,9.34,10
5,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,1,19.0,7.39,10
5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,1,21.0,8.17,10
5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,1,21.0,8.17,10
5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,2,21.0,8.82,10
5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,2,21.0,8.82,10
5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,2,26.0,10.92,10
5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,2,21.0,8.82,10
5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,2,21.0,8.82,10
5,Josie Maran,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,2,0.0,0.0,10
5,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,2,21.0,8.82,10
5,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,2,27.0,11.34,10
5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,2,23.0,9.66,10
5,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,2,15.0,6.3,10
5,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,2,24.0,10.08,10
5,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,2,18.0,7.56,10
5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,3,23.0,9.62,10
5,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,3,27.0,11.3,10
5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,3,27.0,11.3,10
5,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,3,26.0,10.88,10
5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,3,21.0,8.79,10
5,Josie Maran,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,3,0.0,0.0,10
