season,week,celebrity,total_score,avg_score,placement,results,n_judges,,,,season,week,celebrity,vote_pct
5,7,Jennie Garth,26.5,8.833333333333334,4,Eliminated Week 9,3,,,,5,3,Floyd Mayweather Jr. ,0.10430015061436618
5,8,Jennie Garth,25,8.333333333333334,4,Eliminated Week 9,3,,,,5,3,Helio Castroneves,0.11252903645473639
5,9,Jennie Garth,29,9.666666666666666,4,Eliminated Week 9,3,,,,5,3,Mel B,0.11351090672803509
5,1,Floyd Mayweather Jr. ,18,6,9,Eliminated Week 4,3,,,,5,3,Wayne Newton,0.03744734422401199
5,2,Floyd Mayweather Jr. ,21,7,9,Eliminated Week 4,3,,,,5,3,Marie Osmond,0.10869835739048543
5,3,Floyd Mayweather Jr. ,21,7,9,Eliminated Week 4,3,,,,5,3,Mark Cuban,0.11671349276008064
5,4,Floyd Mayweather Jr. ,23,7.666666666666667,9,Eliminated Week 4,3,,,,5,4,Cameron Mathison,0.11515995970151811
5,1,Josie Maran,16,5.333333333333333,12,Eliminated Week 1,3,,,,5,4,Jane Seymour,0.1156843987638316
5,1,Albert Reed,21,7,11,Eliminated Week 2,3,,,,5,4,Sabrina Bryan,0.11949708242845634
5,2,Albert Reed,21,7,11,Eliminated Week 2,3,,,,5,4,Jennie Garth,0.1187022410156847
5,1,Helio Castroneves,25,8.333333333333334,1,1st Place,3,,,,5,4,Floyd Mayweather Jr. ,0.032617028570552854
5,2,Helio Castroneves,27,9,1,1st Place,3,,,,5,4,Helio Castroneves,0.12375904738163909
5,3,Helio Castroneves,24,8,1,1st Place,3,,,,5,4,Mel B,0.12496674109788175
5,4,Helio Castroneves,27,9,1,1st Place,3,,,,5,4,Marie Osmond,0.12527844259305598
5,5,Helio Castroneves,23,7.666666666666667,1,1st Place,3,,,,5,4,Mark Cuban,0.12433505844737953
5,6,Helio Castroneves,28,9.333333333333334,1,1st Place,3,,,,5,5,Cameron Mathison,0.135539280393756
5,7,Helio Castroneves,26,8.666666666666666,1,1st Place,3,,,,5,5,Jane Seymour,0.13449226810119974
5,8,Helio Castroneves,28.5,9.5,1,1st Place,3,,,,5,5,Sabrina Bryan,0.12004303028022265
5,9,Helio Castroneves,30,10,1,1st Place,3,,,,5,5,Jennie Garth,0.14765354945916598
5,10,Helio Castroneves,27.9999,9.333300000000001,1,1st Place,3,,,,5,5,Helio Castroneves,0.13967324656489052
5,1,Mel B,24,8,2,2nd Place,3,,,,5,5,Mel B,0.12301843877194064
5,2,Mel B,23,7.666666666666667,2,2nd Place,3,,,,5,5,Marie Osmond,0.15692013282896627
5,3,Mel B,27,9,2,2nd Place,3,,,,5,5,Mark Cuban,0.04266005359985822
5,4,Mel B,26,8.666666666666666,2,2nd Place,3,,,,5,6,Cameron Mathison,0.16368902708809685
5,5,Mel B,29,9.666666666666666,2,2nd Place,3,,,,5,6,Jane Seymour,0.1751823078238432
5,6,Mel B,30,10,2,2nd Place,3,,,,5,6,Sabrina Bryan,0.04422232962793911
5,7,Mel B,27,9,2,2nd Place,3,,,,5,6,Jennie Garth,0.15153005306962494
5,8,Mel B,28,9.333333333333334,2,2nd Place,3,,,,5,6,Helio Castroneves,0.15391298273028936
5,9,Mel B,30,10,2,2nd Place,3,,,,5,6,Mel B,0.14456993539233098
5,10,Mel B,28.333199999999998,9.4444,2,2nd Place,3,,,,5,6,Marie Osmond,0.1668933642678755
5,1,Wayne Newton,19,6.333333333333333,10,Eliminated Week 3,3,,,,5,7,Cameron Mathison,0.18901001289034278
5,2,Wayne Newton,15,5,10,Eliminated Week 3,3,,,,5,7,Jane Seymour,0.056803378386796034
5,3,Wayne Newton,18,6,10,Eliminated Week 3,3,,,,5,7,Jennie Garth,0.1698636237001795
5,1,Marie Osmond,21,7,3,3rd Place,3,,,,5,7,Helio Castroneves,0.19929788523186412
5,2,Marie Osmond,24,8,3,3rd Place,3,,,,5,7,Mel B,0.18842826784444555
5,3,Marie Osmond,26,8.666666666666666,3,3rd Place,3,,,,5,7,Marie Osmond,0.19659683194637204
5,4,Marie Osmond,26,8.666666666666666,3,3rd Place,3,,,,5,8,Cameron Mathison,0.07131062312260429
5,5,Marie Osmond,21,7,3,3rd Place,3,,,,5,8,Jennie Garth,0.2340810751340734
5,6,Marie Osmond,23,7.666666666666667,3,3rd Place,3,,,,5,8,Helio Castroneves,0.21864013111647645
5,7,Marie Osmond,26,8.666666666666666,3,3rd Place,3,,,,5,8,Mel B,0.2254554313801001
5,8,Marie Osmond,24.5,8.166666666666666,3,3rd Place,3,,,,5,8,Marie Osmond,0.2505127392467457
5,9,Marie Osmond,28,9.333333333333334,3,3rd Place,3,,,,5,9,Jennie Garth,0.09905560671027627
5,10,Marie Osmond,23,7.666666666666667,3,3rd Place,3,,,,5,9,Helio Castroneves,0.29100239228368213
5,1,Mark Cuban,21,7,8,Eliminated Week 5,3,,,,5,9,Mel B,0.3120885994114735
5,2,Mark Cuban,18,6,8,Eliminated Week 5,3,,,,5,9,Marie Osmond,0.29785340159456813
5,3,Mark Cuban,20,6.666666666666667,8,Eliminated Week 5,3,,,,5,10,Helio Castroneves,0.4929577464788732
5,4,Mark Cuban,22,7.333333333333333,8,Eliminated Week 5,3,,,,5,10,Mel B,0.29577464788732394
5,5,Mark Cuban,21,7,8,Eliminated Week 5,3,,,,5,10,Marie Osmond,0.21126760563380279
6,1,Cristian de la Fuente,21,7,3,3rd Place,3,,,,6,1,Cristian de la Fuente,0.1129883514240251
6,2,Cristian de la Fuente,20,6.666666666666667,3,3rd Place,3,,,,6,1,Steve Guttenberg,0.03766278380800837
6,3,Cristian de la Fuente,25,8.333333333333334,3,3rd Place,3,,,,6,1,Priscilla Presley,0.04652461529224563
6,4,Cristian de la Fuente,26,8.666666666666666,3,3rd Place,3,,,,6,1,Marlee Matlin,0.052727897331211714
6,5,Cristian de la Fuente,23,7.666666666666667,3,3rd Place,3,,,,6,1,Shannon Elizabeth,0.060839881536013524
6,6,Cristian de la Fuente,27,9,3,3rd Place,3,,,,6,1,Marissa Jaret Winokur,0.08787982888535285
6,7,Cristian de la Fuente,23,7.666666666666667,3,3rd Place,3,,,,6,1,Jason Taylor,0.15818369199363516
6,8,Cristian de la Fuente,28.5,9.5,3,3rd Place,3,,,,6,1,Kristi Yamaguchi,0.2636394866560586
6,9,Cristian de la Fuente,28,9.333333333333334,3,3rd Place,3,,,,6,1,Monica Seles,0.034387759129051114
6,10,Cristian de la Fuente,26,8.666666666666666,3,3rd Place,3,,,,6,1,Penn Jillette,0.03163673839872703
6,1,Steve Guttenberg,18,6,10,Eliminated Week 3,3,,,,6,1,Adam Carolla,0.04162728736674609
6,2,Steve Guttenberg,16,5.333333333333333,10,Eliminated Week 3,3,,,,6,1,Mario,0.07190167817892507
6,3,Steve Guttenberg,21,7,10,Eliminated Week 3,3,,,,6,2,Cristian de la Fuente,0.08701365513584652
6,1,Priscilla Presley,24,8,8,Eliminated Week 5,3,,,,6,2,Steve Guttenberg,0.09350986293829602
6,2,Priscilla Presley,21,7,8,Eliminated Week 5,3,,,,6,2,Priscilla Presley,0.08804175485319898
6,3,Priscilla Presley,26,8.666666666666666,8,Eliminated Week 5,3,,,,6,2,Marlee Matlin,0.08503572153970028
6,4,Priscilla Presley,22,7.333333333333333,8,Eliminated Week 5,3,,,,6,2,Shannon Elizabeth,0.08893755626881153
6,5,Priscilla Presley,21,7,8,Eliminated Week 5,3,,,,6,2,Marissa Jaret Winokur,0.08768134458591531
6,1,Marlee Matlin,22,7.333333333333333,7,Eliminated Week 6,3,,,,6,2,Jason Taylor,0.08785744232595182
6,2,Marlee Matlin,24,8,7,Eliminated Week 6,3,,,,6,2,Kristi Yamaguchi,0.085170615632145
6,3,Marlee Matlin,21,7,7,Eliminated Week 6,3,,,,6,2,Monica Seles,0.028005374297809634
6,4,Marlee Matlin,24,8,7,Eliminated Week 6,3,,,,6,2,Penn Jillette,0.09564819954883964
6,5,Marlee Matlin,22,7.333333333333333,7,Eliminated Week 6,3,,,,6,2,Adam Carolla,0.09108262483922158
6,6,Marlee Matlin,21,7,7,Eliminated Week 6,3,,,,6,2,Mario,0.0820158480342637
6,1,Shannon Elizabeth,21,7,6,Eliminated Week 7,3,,,,6,3,Cristian de la Fuente,0.09873791664708197
6,2,Shannon Elizabeth,24,8,6,Eliminated Week 7,3,,,,6,3,Steve Guttenberg,0.027860189077097895
6,3,Shannon Elizabeth,24,8,6,Eliminated Week 7,3,,,,6,3,Priscilla Presley,0.10114060127942702
6,4,Shannon Elizabeth,28,9.333333333333334,6,Eliminated Week 7,3,,,,6,3,Marlee Matlin,0.11648474226951054
6,5,Shannon Elizabeth,23,7.666666666666667,6,Eliminated Week 7,3,,,,6,3,Shannon Elizabeth,0.09984171116464784
6,6,Shannon Elizabeth,24,8,6,Eliminated Week 7,3,,,,6,3,Marissa Jaret Winokur,0.11460948886163862
6,7,Shannon Elizabeth,25.5,8.5,6,Eliminated Week 7,3,,,,6,3,Jason Taylor,0.10884249194250654
6,1,Marissa Jaret Winokur,18,6,4,Eliminated Week 9,3,,,,6,3,Kristi Yamaguchi,0.09715976050499832
6,2,Marissa Jaret Winokur,21,7,4,Eliminated Week 9,3,,,,6,3,Adam Carolla,0.11896025811353413
6,3,Marissa Jaret Winokur,19,6.333333333333333,4,Eliminated Week 9,3,,,,6,3,Mario,0.11636284013955711
6,4,Marissa Jaret Winokur,24,8,4,Eliminated Week 9,3,,,,6,4,Cristian de la Fuente,0.12405019314847465
6,5,Marissa Jaret Winokur,24,8,4,Eliminated Week 9,3,,,,6,4,Priscilla Presley,0.1254786626788548
6,6,Marissa Jaret Winokur,26,8.666666666666666,4,Eliminated Week 9,3,,,,6,4,Marlee Matlin,0.11860059910437715
6,7,Marissa Jaret Winokur,26,8.666666666666666,4,Eliminated Week 9,3,,,,6,4,Shannon Elizabeth,0.12291026200251523
6,8,Marissa Jaret Winokur,25,8.333333333333334,4,Eliminated Week 9,3,,,,6,4,Marissa Jaret Winokur,0.12258186990436697
6,9,Marissa Jaret Winokur,26,8.666666666666666,4,Eliminated Week 9,3,,,,6,4,Jason Taylor,0.11325079926000883
6,1,Jason Taylor,22,7.333333333333333,2,2nd Place,3,,,,6,4,Kristi Yamaguchi,0.11231966693986706
6,2,Jason Taylor,27,9,2,2nd Place,3,,,,6,4,Adam Carolla,0.03952134464855556
6,3,Jason Taylor,23,7.666666666666667,2,2nd Place,3,,,,6,4,Mario,0.12128660231297977
6,4,Jason Taylor,29,9.666666666666666,2,2nd Place,3,,,,6,5,Cristian de la Fuente,0.1487869197804647
6,5,Jason Taylor,27,9,2,2nd Place,3,,,,6,5,Priscilla Presley,0.03904737203992528
6,6,Jason Taylor,24,8,2,2nd Place,3,,,,6,5,Marlee Matlin,0.13763592521424786
6,7,Jason Taylor,27.5,9.166666666666666,2,2nd Place,3,,,,6,5,Shannon Elizabeth,0.13996689196587553
6,8,Jason Taylor,26,8.666666666666666,2,2nd Place,3,,,,6,5,Marissa Jaret Winokur,0.12902831741139772
6,9,Jason Taylor,27.5,9.166666666666666,2,2nd Place,3,,,,6,5,Jason Taylor,0.137233779381427
6,10,Jason Taylor,28.5,9.5,2,2nd Place,3,,,,6,5,Kristi Yamaguchi,0.12834210184561926
6,1,Kristi Yamaguchi,27,9,1,1st Place,3,,,,6,5,Mario,0.1399586923610426
6,2,Kristi Yamaguchi,27,9,1,1st Place,3,,,,6,6,Cristian de la Fuente,0.15168670425695302
6,3,Kristi Yamaguchi,27,9,1,1st Place,3,,,,6,6,Marlee Matlin,0.05482597480661546
6,4,Kristi Yamaguchi,29,9.666666666666666,1,1st Place,3,,,,6,6,Shannon Elizabeth,0.16505731273393826
6,5,Kristi Yamaguchi,29,9.666666666666666,1,1st Place,3,,,,6,6,Marissa Jaret Winokur,0.15976738045632322
6,6,Kristi Yamaguchi,30,10,1,1st Place,3,,,,6,6,Jason Taylor,0.15552484529407518
6,7,Kristi Yamaguchi,27,9,1,1st Place,3,,,,6,6,Kristi Yamaguchi,0.15879966811922042
6,8,Kristi Yamaguchi,27.5,9.166666666666666,1,1st Place,3,,,,6,6,Mario,0.15433811433287445
6,9,Kristi Yamaguchi,28.5,9.5,1,1st Place,3,,,,6,7,Cristian de la Fuente,0.20806929284866704
6,10,Kristi Yamaguchi,30,10,1,1st Place,3,,,,6,7,Shannon Elizabeth,0.054778189415040965
6,1,Monica Seles,15,5,11,Eliminated Week 2,3,,,,6,7,Marissa Jaret Winokur,0.18930281340037008
6,2,Monica Seles,15,5,11,Eliminated Week 2,3,,,,6,7,Jason Taylor,0.1756271434409585
6,1,Penn Jillette,16,5.333333333333333,12,Eliminated Week 2,3,,,,6,7,Kristi Yamaguchi,0.17693548816003665
6,2,Penn Jillette,17,5.666666666666667,12,Eliminated Week 2,3,,,,6,7,Mario,0.1952870727349267
6,1,Adam Carolla,15,5,9,Eliminated Week 4,3,,,,6,8,Cristian de la Fuente,0.21799072100189146
6,2,Adam Carolla,19,6.333333333333333,9,Eliminated Week 4,3,,,,6,8,Marissa Jaret Winokur,0.2378842347140819
6,3,Adam Carolla,21,7,9,Eliminated Week 4,3,,,,6,8,Jason Taylor,0.2412162394621538
6,4,Adam Carolla,19,6.333333333333333,9,Eliminated Week 4,3,,,,6,8,Kristi Yamaguchi,0.2313025879554768
6,1,Mario,24,8,5,Eliminated Week 8,3,,,,6,8,Mario,0.07160621686639605
6,2,Mario,26,8.666666666666666,5,Eliminated Week 8,3,,,,6,9,Cristian de la Fuente,0.29840659380214174
6,3,Mario,21,7,5,Eliminated Week 8,3,,,,6,9,Marissa Jaret Winokur,0.10907043782181884
6,4,Mario,24,8,5,Eliminated Week 8,3,,,,6,9,Jason Taylor,0.2896877928282789
6,5,Mario,27,9,5,Eliminated Week 8,3,,,,6,9,Kristi Yamaguchi,0.30283517554776057
6,6,Mario,28,9.333333333333334,5,Eliminated Week 8,3,,,,6,10,Cristian de la Fuente,0.21126760563380279
6,7,Mario,25.5,8.5,5,Eliminated Week 8,3,,,,6,10,Jason Taylor,0.29577464788732394
6,8,Mario,26.5,8.833333333333334,5,Eliminated Week 8,3,,,,6,10,Kristi Yamaguchi,0.4929577464788732
7,1,Ted McGinley,18.5,6.166666666666667,12,Eliminated Week 1,3,,,,7,1,Ted McGinley,0.015292918256461738
7,1,Cloris Leachman,16,5.333333333333333,7,Eliminated Week 6,3,,,,7,1,Cloris Leachman,0.09440836152249857
7,2,Cloris Leachman,15,5,7,Eliminated Week 6,3,,,,7,1,Susan Lucci,0.07390325461697413
7,3,Cloris Leachman,16,5.333333333333333,7,Eliminated Week 6,3,,,,7,1,Cody Linley,0.07947341691542426
7,4,Cloris Leachman,22,7.333333333333333,7,Eliminated Week 6,3,,,,7,1,Misty May-Treanor,0.0749205152218855
7,5,Cloris Leachman,21,7,7,Eliminated Week 6,3,,,,7,1,Maurice Greene,0.07658555041062924
7,6,Cloris Leachman,15,5,7,Eliminated Week 6,3,,,,7,1,Warren Sapp,0.07226331846360169
7,1,Susan Lucci,18.5,6.166666666666667,6,Eliminated Week 7,3,,,,7,1,Jeffrey Ross,0.09760814721460505
7,2,Susan Lucci,21,7,6,Eliminated Week 7,3,,,,7,1,Toni Braxton,0.08374580165678554
7,3,Susan Lucci,21,7,6,Eliminated Week 7,3,,,,7,1,Lance Bass,0.07580999643154389
7,4,Susan Lucci,24,8,6,Eliminated Week 7,3,,,,7,1,Kim Kardashian,0.08857875503759398
7,5,Susan Lucci,22,7.333333333333333,6,Eliminated Week 7,3,,,,7,1,Rocco DiSpirito,0.09611830216544844
7,6,Susan Lucci,23,7.666666666666667,6,Eliminated Week 7,3,,,,7,1,Brooke Burke,0.07129166208654798
7,7,Susan Lucci,24,8,6,Eliminated Week 7,3,,,,7,2,Cloris Leachman,0.1113908625493012
7,1,Cody Linley,20.5,6.833333333333333,4,Eliminated Week 9,3,,,,7,2,Susan Lucci,0.09857472866772439
7,2,Cody Linley,21,7,4,Eliminated Week 9,3,,,,7,2,Cody Linley,0.09277960391295087
7,3,Cody Linley,21,7,4,Eliminated Week 9,3,,,,7,2,Misty May-Treanor,0.09104529071847114
7,4,Cody Linley,23,7.666666666666667,4,Eliminated Week 9,3,,,,7,2,Maurice Greene,0.10100135223192121
7,5,Cody Linley,28,9.333333333333334,4,Eliminated Week 9,3,,,,7,2,Warren Sapp,0.08882531873188224
7,6,Cody Linley,23,7.666666666666667,4,Eliminated Week 9,3,,,,7,2,Toni Braxton,0.08948997432645944
7,7,Cody Linley,22,7.333333333333333,4,Eliminated Week 9,3,,,,7,2,Lance Bass,0.10453108014150943
7,8,Cody Linley,24,8,4,Eliminated Week 9,3,,,,7,2,Kim Kardashian,0.027136989388958793
7,9,Cody Linley,23,7.666666666666667,4,Eliminated Week 9,3,,,,7,2,Rocco DiSpirito,0.1001700565394569
7,1,Misty May-Treanor,21,7,10,Withdrew,3,,,,7,2,Brooke Burke,0.09505474279136444
7,2,Misty May-Treanor,21,7,10,Withdrew,3,,,,7,3,Cloris Leachman,0.05882756791602018
7,1,Maurice Greene,19.5,6.5,5,Eliminated Week 8,3,,,,7,3,Susan Lucci,0.06787796298002328
7,2,Maurice Greene,19,6.333333333333333,5,Eliminated Week 8,3,,,,7,3,Cody Linley,0.09804594652670029
7,3,Maurice Greene,24,8,5,Eliminated Week 8,3,,,,7,3,Maurice Greene,0.08021941079457297
7,4,Maurice Greene,20,6.666666666666667,5,Eliminated Week 8,3,,,,7,3,Warren Sapp,0.17648270374806055
7,5,Maurice Greene,27,9,5,Eliminated Week 8,3,,,,7,3,Toni Braxton,0.051906677572958984
7,6,Maurice Greene,21,7,5,Eliminated Week 8,3,,,,7,3,Lance Bass,0.12605907410575753
7,7,Maurice Greene,25,8.333333333333334,5,Eliminated Week 8,3,,,,7,3,Rocco DiSpirito,0.046442816775805404
7,8,Maurice Greene,24,8,5,Eliminated Week 8,3,,,,7,3,Brooke Burke,0.29413783958010087
7,1,Warren Sapp,21.5,7.166666666666667,2,2nd Place,3,,,,7,4,Cloris Leachman,0.11933728399320301
7,2,Warren Sapp,24,8,2,2nd Place,3,,,,7,4,Susan Lucci,0.1152422423589023
7,3,Warren Sapp,25,8.333333333333334,2,2nd Place,3,,,,7,4,Cody Linley,0.1237153118048722
7,4,Warren Sapp,22,7.333333333333333,2,2nd Place,3,,,,7,4,Maurice Greene,0.12426155545365561
7,5,Warren Sapp,25,8.333333333333334,2,2nd Place,3,,,,7,4,Warren Sapp,0.1241981815565755
7,6,Warren Sapp,25,8.333333333333334,2,2nd Place,3,,,,7,4,Toni Braxton,0.11782892850975746
7,7,Warren Sapp,21,7,2,2nd Place,3,,,,7,4,Lance Bass,0.12085338583562802
7,8,Warren Sapp,27,9,2,2nd Place,3,,,,7,4,Rocco DiSpirito,0.036999936792150565
7,9,Warren Sapp,24.5,8.166666666666666,2,2nd Place,3,,,,7,4,Brooke Burke,0.11756317369525533
7,10,Warren Sapp,27.5,9.166666666666666,2,2nd Place,3,,,,7,5,Cloris Leachman,0.1401036292125625
7,1,Jeffrey Ross,12,4,13,Eliminated Week 1,3,,,,7,5,Susan Lucci,0.1471937719910869
7,1,Toni Braxton,22.5,7.5,8,Eliminated Week 5,3,,,,7,5,Cody Linley,0.13058778465482376
7,2,Toni Braxton,23,7.666666666666667,8,Eliminated Week 5,3,,,,7,5,Maurice Greene,0.13186868397949914
7,3,Toni Braxton,22,7.333333333333333,8,Eliminated Week 5,3,,,,7,5,Warren Sapp,0.1271063648666454
7,4,Toni Braxton,22,7.333333333333333,8,Eliminated Week 5,3,,,,7,5,Toni Braxton,0.037060395277994096
7,5,Toni Braxton,22,7.333333333333333,8,Eliminated Week 5,3,,,,7,5,Lance Bass,0.14454848753722538
7,1,Lance Bass,21.5,7.166666666666667,3,3rd Place,3,,,,7,5,Brooke Burke,0.1415308824801628
7,2,Lance Bass,20,6.666666666666667,3,3rd Place,3,,,,7,6,Cloris Leachman,0.06631446804199202
7,3,Lance Bass,22,7.333333333333333,3,3rd Place,3,,,,7,6,Susan Lucci,0.156681699044854
7,4,Lance Bass,26,8.666666666666666,3,3rd Place,3,,,,7,6,Cody Linley,0.1520748060469088
7,5,Lance Bass,21,7,3,3rd Place,3,,,,7,6,Maurice Greene,0.16149562258648148
7,6,Lance Bass,27,9,3,3rd Place,3,,,,7,6,Warren Sapp,0.15552671060091916
7,7,Lance Bass,25,8.333333333333334,3,3rd Place,3,,,,7,6,Lance Bass,0.14971259185913505
7,8,Lance Bass,25,8.333333333333334,3,3rd Place,3,,,,7,6,Brooke Burke,0.15819410181970955
7,9,Lance Bass,28.5,9.5,3,3rd Place,3,,,,7,7,Susan Lucci,0.053061987994018726
7,10,Lance Bass,27.5,9.166666666666666,3,3rd Place,3,,,,7,7,Cody Linley,0.2034598481789476
7,1,Kim Kardashian,18.5,6.166666666666667,11,Eliminated Week 2,3,,,,7,7,Maurice Greene,0.18855462456303151
7,2,Kim Kardashian,17,5.666666666666667,11,Eliminated Week 2,3,,,,7,7,Warren Sapp,0.19999950377345332
7,1,Rocco DiSpirito,17.5,5.833333333333333,9,Eliminated Week 4,3,,,,7,7,Lance Bass,0.19250941350774706
7,2,Rocco DiSpirito,16,5.333333333333333,9,Eliminated Week 4,3,,,,7,7,Brooke Burke,0.16241462198280177
7,3,Rocco DiSpirito,20,6.666666666666667,9,Eliminated Week 4,3,,,,7,8,Cody Linley,0.24213916411040745
7,4,Rocco DiSpirito,18,6,9,Eliminated Week 4,3,,,,7,8,Maurice Greene,0.07505027248245376
7,1,Brooke Burke,24.5,8.166666666666666,1,1st Place,3,,,,7,8,Warren Sapp,0.21766114897826994
7,2,Brooke Burke,24,8,1,1st Place,3,,,,7,8,Lance Bass,0.23740675967624542
7,3,Brooke Burke,28,9.333333333333334,1,1st Place,3,,,,7,8,Brooke Burke,0.22774265475262342
7,4,Brooke Burke,26,8.666666666666666,1,1st Place,3,,,,7,9,Cody Linley,0.10834953167670304
7,5,Brooke Burke,29,9.666666666666666,1,1st Place,3,,,,7,9,Warren Sapp,0.31596231189093343
7,6,Brooke Burke,26,8.666666666666666,1,1st Place,3,,,,7,9,Lance Bass,0.2883263909975957
7,7,Brooke Burke,30,10,1,1st Place,3,,,,7,9,Brooke Burke,0.2873617654347678
7,8,Brooke Burke,27.5,9.166666666666666,1,1st Place,3,,,,7,10,Warren Sapp,0.29577464788732394
7,9,Brooke Burke,24.5,8.166666666666666,1,1st Place,3,,,,7,10,Lance Bass,0.21126760563380279
7,10,Brooke Burke,30,10,1,1st Place,3,,,,7,10,Brooke Burke,0.4929577464788732
8,1,Gilles Marini,24,8,2,2nd Place,3,,,,8,1,Gilles Marini,0.153681847182572
8,2,Gilles Marini,27,9,2,2nd Place,3,,,,8,1,Denise Richards,0.0307363694365144
8,3,Gilles Marini,27,9,2,2nd Place,3,,,,8,1,David Alan Grier,0.04044259136383473
8,4,Gilles Marini,30,10,2,2nd Place,3,,,,8,1,Lawrence Taylor,0.051227282394190665
8,5,Gilles Marini,29,9.666666666666666,2,2nd Place,3,,,,8,1,Ty Murray,0.08537880399031778
8,6,Gilles Marini,26,8.666666666666666,2,2nd Place,3,,,,8,1,Shawn Johnson,0.2561364119709533
8,7,Gilles Marini,27,9,2,2nd Place,3,,,,8,1,Steve Wozniak,0.03659091599585047
8,8,Gilles Marini,27.5,9.166666666666666,2,2nd Place,3,,,,8,1,Belinda Carlisle,0.028459601330105923
8,9,Gilles Marini,28,9.333333333333334,2,2nd Place,3,,,,8,1,Chuck Wicks,0.0591084027625277
8,10,Gilles Marini,30,10,2,2nd Place,3,,,,8,1,Lil' Kim,0.06985538508298728
8,11,Gilles Marini,29,9.666666666666666,2,2nd Place,3,,,,8,1,Steve-O,0.045200543288991764
8,1,Denise Richards,18,6,12,Eliminated Week 3,3,,,,8,1,Holly Madison,0.03340909721360261
8,2,Denise Richards,21,7,12,Eliminated Week 3,3,,,,8,1,Melissa Rycroft,0.10977274798755142
8,3,Denise Richards,16,5.333333333333333,12,Eliminated Week 3,3,,,,8,2,Gilles Marini,0.09402116192573096
8,1,David Alan Grier,19,6.333333333333333,9,Eliminated Week 5,3,,,,8,2,Denise Richards,0.07035274383879894
8,2,David Alan Grier,17,5.666666666666667,9,Eliminated Week 5,3,,,,8,2,David Alan Grier,0.08791350963429609
8,3,David Alan Grier,24,8,9,Eliminated Week 5,3,,,,8,2,Lawrence Taylor,0.08909600783393243
8,4,David Alan Grier,22,7.333333333333333,9,Eliminated Week 5,3,,,,8,2,Ty Murray,0.06995830748745695
8,5,David Alan Grier,22,7.333333333333333,9,Eliminated Week 5,3,,,,8,2,Shawn Johnson,0.07418926551715078
8,1,Lawrence Taylor,16,5.333333333333333,7,Eliminated Week 7,3,,,,8,2,Steve Wozniak,0.0810035307199423
8,2,Lawrence Taylor,20,6.666666666666667,7,Eliminated Week 7,3,,,,8,2,Belinda Carlisle,0.020660803068082913
8,3,Lawrence Taylor,20,6.666666666666667,7,Eliminated Week 7,3,,,,8,2,Chuck Wicks,0.08309873098082039
8,4,Lawrence Taylor,19,6.333333333333333,7,Eliminated Week 7,3,,,,8,2,Lil' Kim,0.07418367471165442
8,5,Lawrence Taylor,20,6.666666666666667,7,Eliminated Week 7,3,,,,8,2,Steve-O,0.09244257621799246
8,6,Lawrence Taylor,22,7.333333333333333,7,Eliminated Week 7,3,,,,8,2,Holly Madison,0.08547307434948137
8,7,Lawrence Taylor,21,7,7,Eliminated Week 7,3,,,,8,2,Melissa Rycroft,0.07760661371465997
8,1,Ty Murray,14,4.666666666666667,4,Eliminated Week 10,3,,,,8,3,Gilles Marini,0.07650664717489253
8,2,Ty Murray,20,6.666666666666667,4,Eliminated Week 10,3,,,,8,3,Denise Richards,0.025289238606142274
8,3,Ty Murray,23,7.666666666666667,4,Eliminated Week 10,3,,,,8,3,David Alan Grier,0.09154756402434255
8,4,Ty Murray,25,8.333333333333334,4,Eliminated Week 10,3,,,,8,3,Lawrence Taylor,0.08255170533333911
8,5,Ty Murray,21,7,4,Eliminated Week 10,3,,,,8,3,Ty Murray,0.08379427857537532
8,6,Ty Murray,18,6,4,Eliminated Week 10,3,,,,8,3,Shawn Johnson,0.08721267347964988
8,7,Ty Murray,24,8,4,Eliminated Week 10,3,,,,8,3,Steve Wozniak,0.1138403416044469
8,8,Ty Murray,26,8.666666666666666,4,Eliminated Week 10,3,,,,8,3,Chuck Wicks,0.07527013801017833
8,9,Ty Murray,23,7.666666666666667,4,Eliminated Week 10,3,,,,8,3,Lil' Kim,0.0813827661885316
8,10,Ty Murray,24,8,4,Eliminated Week 10,3,,,,8,3,Steve-O,0.10175461210492599
8,1,Shawn Johnson,23,7.666666666666667,1,1st Place,3,,,,8,3,Holly Madison,0.10158163750553104
8,2,Shawn Johnson,24,8,1,1st Place,3,,,,8,3,Melissa Rycroft,0.07926839739264445
8,3,Shawn Johnson,27,9,1,1st Place,3,,,,8,4,Gilles Marini,0.09786207668867851
8,4,Shawn Johnson,25,8.333333333333334,1,1st Place,3,,,,8,4,David Alan Grier,0.09326859086548736
8,5,Shawn Johnson,26,8.666666666666666,1,1st Place,3,,,,8,4,Lawrence Taylor,0.09641936081255681
8,6,Shawn Johnson,26,8.666666666666666,1,1st Place,3,,,,8,4,Ty Murray,0.08852228940658677
8,7,Shawn Johnson,28,9.333333333333334,1,1st Place,3,,,,8,4,Shawn Johnson,0.0974027888024616
8,8,Shawn Johnson,26,8.666666666666666,1,1st Place,3,,,,8,4,Steve Wozniak,0.03714858785291263
